trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
141,False,"{'a': 0.3, 'e': 0.2441432831534371}",30,16,-17.318013062280418,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
142,False,"{'a': 0.3, 'e': 0.24171401689703645}",20,5,8.893077282964246,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
143,False,"{'a': 0.3, 'e': 0.23930892224375455}",20,0,-3.226320367927112,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
144,False,"{'a': 0.3, 'e': 0.23692775868212176}",25,14,-36.09836061367768,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
145,False,"{'a': 0.3, 'e': 0.23457028809379765}",20,2,16.567668940437606,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.3, 'e': 0.23223627472975883}",25,11,15.290497179446739,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.3, 'e': 0.22992548518672384}",20,0,20.18501317394752,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.3, 'e': 0.22763768838381274}",35,6,-37.13602222260974,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 1}",1
149,False,"{'a': 0.3, 'e': 0.22537265553943872}",25,7,-1.0641243447801607,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
150,False,"{'a': 0.3, 'e': 0.22313016014842982}",20,7,-13.709271169911592,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
151,False,"{'a': 0.3, 'e': 0.2209099779593782}",25,12,13.88223755045651,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.3, 'e': 0.21871188695221475}",25,9,4.9777341915768565,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
153,False,"{'a': 0.3, 'e': 0.21653566731600707}",20,10,-67.2681354169464,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
154,False,"{'a': 0.3, 'e': 0.21438110142697794}",30,6,-8.932983643922203,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 0}",1
155,False,"{'a': 0.3, 'e': 0.21224797382674304}",20,0,-0.6911303327036941,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
156,False,"{'a': 0.3, 'e': 0.21013607120076472}",25,12,21.73499001965307,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.3, 'e': 0.20804518235702046}",20,4,-29.533172885937656,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
158,False,"{'a': 0.3, 'e': 0.20597509820488344}",25,0,16.49633144846268,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
159,False,"{'a': 0.3, 'e': 0.20392561173421342}",20,8,-20.174242390484338,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
160,False,"{'a': 0.3, 'e': 0.20189651799465538}",30,9,-31.908088815103362,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 0}",1
161,False,"{'a': 0.3, 'e': 0.1998876140751445}",20,0,5.4388926385497385,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
162,False,"{'a': 0.3, 'e': 0.19789869908361465}",20,15,2.66097695580335,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.3, 'e': 0.19592957412690934}",30,0,17.768724961809486,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",1
164,False,"{'a': 0.3, 'e': 0.19398004229089189}",25,7,-76.84704038322496,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
165,False,"{'a': 0.3, 'e': 0.19204990862075408}",25,0,15.154425595227302,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
166,False,"{'a': 0.3, 'e': 0.1901389801015205}",35,9,-14.531579461754074,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
167,False,"{'a': 0.3, 'e': 0.1882470656387468}",20,6,-0.4906919164447925,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
168,False,"{'a': 0.3, 'e': 0.18637397603940997}",25,13,10.831148379751532,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.3, 'e': 0.18451952399298926}",20,2,16.354058560311845,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.3, 'e': 0.18268352405273466}",25,9,-27.281622027526453,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
171,False,"{'a': 0.3, 'e': 0.1808657926171221}",20,3,6.812489425270129,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
172,False,"{'a': 0.3, 'e': 0.17906614791149322}",20,10,15.78608501456502,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.3, 'e': 0.17728440996987782}",25,7,13.150503211046544,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
174,False,"{'a': 0.3, 'e': 0.17552040061699686}",20,0,-32.130611269936786,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
175,False,"{'a': 0.3, 'e': 0.17377394345044514}",25,0,-0.7746051730708885,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
176,False,"{'a': 0.3, 'e': 0.17204486382305054}",25,7,32.49444353996203,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.3, 'e': 0.17033298882540943}",20,0,-12.227814735804438,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
178,False,"{'a': 0.3, 'e': 0.1686381472685955}",20,3,-26.280017464962246,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
179,False,"{'a': 0.3, 'e': 0.1669601696670407}",30,6,-3.6337240315249737,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
180,False,"{'a': 0.3, 'e': 0.16529888822158653}",25,11,19.89251454727155,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.3, 'e': 0.16365413680270405}",25,9,4.814821953117594,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.3, 'e': 0.16202575093388075}",30,15,27.18891320659022,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.3, 'e': 0.16041356777517274}",25,17,12.404122966533745,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.3, 'e': 0.15881742610692068}",30,19,23.041254153815977,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.3, 'e': 0.1572371663136276}",25,11,-60.33757561809587,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
186,False,"{'a': 0.3, 'e': 0.1556726303679973}",25,8,-0.8279905725254064,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
187,False,"{'a': 0.3, 'e': 0.1541236618151314}",20,3,-27.077271356777842,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
188,False,"{'a': 0.3, 'e': 0.15259010575688386}",25,0,-65.13088812606591,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
189,False,"{'a': 0.3, 'e': 0.15107180883637084}",30,16,-0.45480907134414705,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.3, 'e': 0.14956861922263504}",20,12,2.354354909785887,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.3, 'e': 0.14808038659546244}",20,8,2.743753787728532,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
192,False,"{'a': 0.3, 'e': 0.14660696213035015}",25,9,14.37513241593865,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.3, 'e': 0.14514819848362373}",20,7,18.51702911546029,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.3, 'e': 0.14370394977770293}",20,0,17.926865621973167,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
195,False,"{'a': 0.3, 'e': 0.1422740715865136}",20,15,10.362874873478138,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.3, 'e': 0.140858420921045}",30,0,45.05265124215633,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.3, 'e': 0.13945685621505094}",20,2,18.21464383774539,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.3, 'e': 0.13806923731089282}",20,0,-9.005164464804464,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
199,False,"{'a': 0.3, 'e': 0.13669542544552385}",20,2,24.527789704622247,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.3, 'e': 0.1353352832366127}",25,2,8.657033309637168,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.3, 'e': 0.13398867466880493}",25,11,3.482069254270617,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
202,False,"{'a': 0.3, 'e': 0.13265546508012172}",20,11,-2.197010964956781,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.3, 'e': 0.13133552114849303}",20,0,-25.604507721962147,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
204,False,"{'a': 0.3, 'e': 0.1300287108784259}",20,0,13.552493407551081,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
205,False,"{'a': 0.3, 'e': 0.12873490358780423}",25,13,16.543071237670326,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.3, 'e': 0.12745396989482075}",25,19,15.193582757670146,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.3, 'e': 0.12618578170503877}",35,22,22.854130385435433,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.3, 'e': 0.12493021219858241}",30,8,5.853065324350118,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
209,False,"{'a': 0.3, 'e': 0.12368713581745483}",20,10,6.847007401603741,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.3, 'e': 0.1224564282529819}",20,4,24.010925836724304,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.3, 'e': 0.12123796643338168}",30,13,17.258586276813627,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.3, 'e': 0.12003162851145673}",30,8,-2.814577729305997,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
213,False,"{'a': 0.3, 'e': 0.11883729385240965}",20,14,4.970102699626934,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.3, 'e': 0.11765484302177918}",20,0,-10.583627203175116,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
215,False,"{'a': 0.3, 'e': 0.11648415777349697}",25,18,9.672452598060062,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.3, 'e': 0.11532512103806251}",25,14,7.045604796305371,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.3, 'e': 0.1141776169108365}",20,3,27.75556691606427,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.3, 'e': 0.11304153064044985}",20,10,15.915412999978566,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.3, 'e': 0.11191674861732888}",25,15,17.70468016483543,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.3, 'e': 0.11080315836233387}",35,19,23.485777716078427,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.3, 'e': 0.10970064851551141}",35,18,-24.265631193553357,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
222,False,"{'a': 0.3, 'e': 0.10860910882495796}",35,20,-19.811958519973643,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
223,False,"{'a': 0.3, 'e': 0.10752843013579495}",20,0,26.065044579976174,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
224,False,"{'a': 0.3, 'e': 0.1064585043792528}",20,15,9.263085931646446,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.3, 'e': 0.10539922456186433}",20,11,12.86582540744978,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.3, 'e': 0.104350484754765}",35,6,21.277455886242656,"{0: 27, 1: 1, 2: 0, 3: 1, 4: 0}",1
227,False,"{'a': 0.3, 'e': 0.1033121800831002}",25,8,8.463493729906238,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.3, 'e': 0.10228420671553744}",25,7,7.210192285746868,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.3, 'e': 0.1012664618538834}",25,15,11.013840755510062,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.3, 'e': 0.1002588437228037}",30,19,-20.913723899517777,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
231,False,"{'a': 0.3, 'e': 0.09926125155964566}",25,15,-25.051790074750702,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
232,False,"{'a': 0.3, 'e': 0.09827358560436154}",20,12,-4.136332251866052,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
233,False,"{'a': 0.3, 'e': 0.09729574708953276}",25,6,17.87292106961175,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.3, 'e': 0.09632763823049303}",25,15,19.01323948613819,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.3, 'e': 0.09536916221554961}",25,16,18.002836426599114,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.3, 'e': 0.09442022319630235}",35,16,19.64978955311024,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.3, 'e': 0.09348072627805847}",35,0,-9.712959883132559,"{0: 32, 1: 1, 2: 1, 3: 0, 4: 1}",0
238,False,"{'a': 0.3, 'e': 0.09255057751034329}",20,12,12.525759823152839,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.3, 'e': 0.09162968387750484}",25,2,-49.57323132377938,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 1}",1
240,False,"{'a': 0.3, 'e': 0.09071795328941251}",20,0,32.238230480687356,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
241,False,"{'a': 0.3, 'e': 0.08981529457224763}",30,8,17.58761663724399,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.3, 'e': 0.08892161745938634}",30,16,-19.596379757155574,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
243,False,"{'a': 0.3, 'e': 0.08803683258237255}",20,14,11.378862285324939,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.3, 'e': 0.0871608514619813}",20,3,16.293458596218116,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.3, 'e': 0.0862935864993705}",25,0,29.7461943495973,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
246,False,"{'a': 0.3, 'e': 0.08543495096732123}",20,8,18.208105886968408,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.3, 'e': 0.08458485900156469}",30,19,22.141560186067235,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.3, 'e': 0.08374322559219596}",30,8,32.573042653886134,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.3, 'e': 0.08290996657517266}",20,16,8.58484283597336,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.3, 'e': 0.0820849986238988}",20,2,-64.60426779540299,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
251,False,"{'a': 0.3, 'e': 0.08126823924089167}",30,22,14.102335081655562,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.3, 'e': 0.08045960674953244}",20,13,15.535218387214439,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.3, 'e': 0.07965902028589801}",25,16,2.4686040533637224,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.3, 'e': 0.07886639979067495}",25,14,19.45913264203487,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.3, 'e': 0.07808166600115313}",25,20,10.057577797116883,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.3, 'e': 0.07730474044329974}",20,7,14.862212614540386,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.3, 'e': 0.07653554542391151}",30,19,18.897518654751725,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.3, 'e': 0.07577400402284548}",25,16,9.776345784562242,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.3, 'e': 0.07502004008532698}",30,11,7.770279369366074,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
260,False,"{'a': 0.3, 'e': 0.07427357821433388}",25,18,11.272747556642427,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.3, 'e': 0.0735345437630571}",20,13,13.084618383387665,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.3, 'e': 0.07280286282743559}",20,0,5.176710810713728,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
263,False,"{'a': 0.3, 'e': 0.0720784622387661}",20,12,15.643452841342015,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.3, 'e': 0.07136126955638605}",30,18,19.48817606343988,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.3, 'e': 0.0706512130604296}",25,8,26.980278432897116,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.3, 'e': 0.06994822174465536}",30,17,3.0797838505563906,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.3, 'e': 0.069252225309346}",25,13,22.658206241841977,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.3, 'e': 0.06856315415427791}",20,3,20.28931853629642,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.3, 'e': 0.06788093937176144}",30,9,25.00110569508528,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.3, 'e': 0.06720551273974976}",20,9,10.764054483629645,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.3, 'e': 0.06653680671501686}",20,0,33.316274417036205,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
272,False,"{'a': 0.3, 'e': 0.06587475442640295}",25,13,18.73119193022724,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.3, 'e': 0.06521928966812753}",25,10,24.485696823434786,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.3, 'e': 0.06457034689316847}",20,7,-15.71467494935197,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
275,False,"{'a': 0.3, 'e': 0.06392786120670757}",25,0,37.25998910988186,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
276,False,"{'a': 0.3, 'e': 0.0632917683596407}",25,14,23.728875204991695,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.3, 'e': 0.06266200474215315}",20,2,-35.83542129417497,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
278,False,"{'a': 0.3, 'e': 0.06203850737735829}",20,1,20.86412411778221,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.3, 'e': 0.06142121391500013}",25,13,25.21800989722861,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.3, 'e': 0.06081006262521795}",20,12,-5.974474784906294,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.3, 'e': 0.06020499239237354}",35,13,39.40459866926962,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.3, 'e': 0.05960594270893937}",25,11,26.032181744101713,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.3, 'e': 0.05901285366944784}",20,0,23.71218204733929,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
284,False,"{'a': 0.3, 'e': 0.05842566596450083}",25,12,21.90147220303843,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.3, 'e': 0.057844320874838456}",30,19,20.534124597768425,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.3, 'e': 0.05726876026546736}",25,15,-4.426618830732254,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
287,False,"{'a': 0.3, 'e': 0.0566989265798469}",30,13,6.700698194557333,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
288,False,"{'a': 0.3, 'e': 0.056134762834133725}",20,6,22.42882119543441,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.3, 'e': 0.05557621261148306}",20,0,30.145866715888175,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.3, 'e': 0.05502322005640723}",20,6,21.985735422505293,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.3, 'e': 0.05447572986918986}",20,6,23.485722498767032,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.3, 'e': 0.05393368730035602}",20,11,9.638714753025406,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.3, 'e': 0.053397038145197084}",25,0,30.20953822599274,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
294,False,"{'a': 0.3, 'e': 0.05286572873835037}",20,0,25.481362469268944,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.3, 'e': 0.05233970594843238}",30,18,20.144466331802548,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.3, 'e': 0.05181891717272583}",20,0,20.36688851993805,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
297,False,"{'a': 0.3, 'e': 0.05130331033191911}",25,12,-17.849273750643015,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
298,False,"{'a': 0.3, 'e': 0.0507928338648985}",25,9,25.20627218020343,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.3, 'e': 0.050287436723591865}",30,12,-18.76708361268968,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
300,False,"{'a': 0.3, 'e': 0.049787068367863944}",25,13,13.428103022885074,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.3, 'e': 0.04929167876046215}",25,14,19.020171901188633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.3, 'e': 0.04880121836201296}",30,16,23.678209079107084,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.3, 'e': 0.04831563812606777}",25,11,14.123719186291467,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.3, 'e': 0.04783488949419837}",25,0,-4.89255447791661,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
305,False,"{'a': 0.3, 'e': 0.04735892439114091}",30,16,21.991095006700313,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.3, 'e': 0.046887695219988486}",20,16,7.342597611073555,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.3, 'e': 0.04642115485743125}",30,6,38.789713101321176,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.3, 'e': 0.045959256649044204}",25,18,-3.6322223523457255,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.3, 'e': 0.04550195440462157}",20,14,4.45687283256227,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.3, 'e': 0.0450492023935578}",25,14,17.896147093004192,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.3, 'e': 0.044600955340274535}",20,10,17.042665742684054,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.3, 'e': 0.04415716841969286}",25,11,23.060103813282623,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.3, 'e': 0.04371779725275094}",20,5,11.625297577649746,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.3, 'e': 0.043282797901965896}",20,0,-12.993440937527627,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
315,False,"{'a': 0.3, 'e': 0.04285212686704019}",25,15,18.70780643267644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.3, 'e': 0.042425741080511385}",25,0,40.16300770148665,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
317,False,"{'a': 0.3, 'e': 0.04200359790344555}",25,12,9.497302887735797,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.3, 'e': 0.04158565512117316}",20,13,1.9441667153394708,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.3, 'e': 0.04117187093906774}",30,11,32.421807821570425,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.3, 'e': 0.04076220397836621}",20,13,12.673906170264692,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.3, 'e': 0.04035661327203115}",25,0,35.64630997529124,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
322,False,"{'a': 0.3, 'e': 0.039955058260653896}",20,11,1.576059407757172,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.3, 'e': 0.039557498788398725}",20,9,16.727019058743455,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.3, 'e': 0.039163895098987066}",25,2,-6.810980615914486,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
325,False,"{'a': 0.3, 'e': 0.03877420783172201}",20,9,9.497622400177915,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
